Название;Категория;Цель;Противопоказания;Тип питания;Ссылка на WB;Ссылка на kultlab.ru;артикулы;способ применения ;описание
"Kultlab Casein bag, 900 гр
Шоколад ";Протеин;Казеиновый протеин;"Индивидуальная непереносимость компонентов продукта. Продукт не рекомендуется принимать детям до 18 лет, беременным и кормящим матерям, а также лицам страдающим заболеванием почек. Перед применением необходимо проконсультироваться с врачом.
";;;https://kultlab.ru/catalog/kazeinovye/kultlab-casein-bag-900-gr/;;смешайте в шейкере 30 гр (1 мерную ложку) с 200-350 мл молока или воды. Kultlab Casein bag лучше всего употреблять перед сном и в течение дня.;"Размер одной порции                                        : 30 граммKultlab Casein bag — мощная подпитка протеина продолжительного действия.Для получения сверхрезультата по набору мышечной массы в моменты тренировок и в периоды «сушки» необходимо постоянно держать высокий уровень концентрации аминокислот в мышцах и крови, в том числе и во время сна, прием казеина перед снов, обеспечит ваши мышцы необходимыми стройматериалами.Включайте в рацион Kultlab Casein bag и получайте качественное мышечное топливо 24/7.Польза казеина:
- обеспечивает максимальные концентрации аминокислот в мышцах до 8 часов;
- стимулирует выработку строительного белка и гормона роста;
- защищает мышечные ткани от катаболизма;
- подавляет голод, дает ощущение сытости;
- повышает защитные функции иммунитета;
- снижает выработку кортизола;
- тонизирует и наполняет энергией.На радость атлетам состав добавки щедро сдобрен витаминами и минералами.
? Витамин А отвечает за здоровье глаз, иммунную систему и влияет на синтез белков.

? Натрий поддерживает водно-солевой баланс в клетках, нормализует нервно-мышечную деятельность и функции почек, сохраняет минеральные вещества в крови в растворимом состоянии.

? Магний благотворно влияет на состояние костей, нормализует сердечный ритм, снижает артериальное давление.

? Калий играет роль в функционировании нервной системы, сокращении мышц и поддержании водного баланса организма.? Фосфор — микроэлемент, жизненно необходимый для функционирования почек, печени, сердца и мозга. А также важен для здоровья суставов и зубов.? Кальций участвует в процессах возбудимости нервной ткани, сократимости мышц, свертываемости крови, обладает антиаллергическим и противовоспалительным действием, активирует ряд ферментов и гормонов.Kultlab Casein bag идеально подходит для профессиональных бодибилдеров и людей, желающих избавиться от лишних жировых отложений.Рекомендации по применению: смешайте в шейкере 30 гр (1 мерную ложку) с 200-350 мл молока или воды. Kultlab Casein bag лучше всего употреблять перед сном и в течение дня.iИндивидуальная непереносимость компонентов продукта. Продукт не рекомендуется принимать детям до 18 лет, беременным и кормящим матерям, а также лицам страдающим заболеванием почек. Перед применением необходимо проконсультироваться с врачом."
"Kultlab Whey bag, 900 гр
Солёная карамель";Протеин;Сывороточный протеин;"Индивидуальная непереносимость. Не рекомендуется употребление лицами, не достигшими 18 лет, при беременности, а также лицам, страдающим заболеванием почек.
";;https://www.wildberries.ru/catalog/31447132/detail.aspx;https://kultlab.ru/catalog/syvorotochnyy/kultlab-whey-bag-900-gr/;;1 мерная ложка на 200-300 гр воды или молока;"Размер одной порции                                        : 1 мерная ложка - 30 граммСывороточный концентрат стоит среди всех производимых в сфере спортивного питания протеинов всегда в числе первых. Как источник белка животного происхождения он богат всеми незаменимыми аминокислотами, которые каждый день должны поступать в наше тело. Отсюда первый плюс – полный аминокислотный профиль.Другая его важная особенность – это высокая биологическая ценность. Что это значит для организма? Для организма – это возможность насыщаться ценными питательными веществами в полной мере. Другими словами, степень усвоения содержащихся в сывороточном протеине аминокислот приближается к 100 процентам. Да и скорость их всасывания является одной из лучших среди остальных протеинов.Есть в данном протеине еще одно преимущество. При получении в нем сохраняются ценные белковые фракции, которые необходимы для нормальной работы всего организма, в частности для улучшения функции иммунной системы.iИндивидуальная непереносимость. Не рекомендуется употребление лицами, не достигшими 18 лет, при беременности, а также лицам, страдающим заболеванием почек."
"Kultlab Whey bag, 900 гр
Клубника-банан";Протеин;Сывороточный протеин;"Индивидуальная непереносимость. Не рекомендуется употребление лицами, не достигшими 18 лет, при беременности, а также лицам, страдающим заболеванием почек.
";;https://www.wildberries.ru/catalog/31447132/detail.aspx;https://kultlab.ru/catalog/syvorotochnyy/kultlab-whey-bag-900-gr/;;1 мерная ложка на 200-300 гр воды или молока;"Размер одной порции                                        : 1 мерная ложка - 30 граммСывороточный концентрат стоит среди всех производимых в сфере спортивного питания протеинов всегда в числе первых. Как источник белка животного происхождения он богат всеми незаменимыми аминокислотами, которые каждый день должны поступать в наше тело. Отсюда первый плюс – полный аминокислотный профиль.Другая его важная особенность – это высокая биологическая ценность. Что это значит для организма? Для организма – это возможность насыщаться ценными питательными веществами в полной мере. Другими словами, степень усвоения содержащихся в сывороточном протеине аминокислот приближается к 100 процентам. Да и скорость их всасывания является одной из лучших среди остальных протеинов.Есть в данном протеине еще одно преимущество. При получении в нем сохраняются ценные белковые фракции, которые необходимы для нормальной работы всего организма, в частности для улучшения функции иммунной системы.iИндивидуальная непереносимость. Не рекомендуется употребление лицами, не достигшими 18 лет, при беременности, а также лицам, страдающим заболеванием почек."
"Kultlab Whey bag, 900 гр
Манго-банан";Протеин;Сывороточный протеин;"Индивидуальная непереносимость. Не рекомендуется употребление лицами, не достигшими 18 лет, при беременности, а также лицам, страдающим заболеванием почек.
";;https://www.wildberries.ru/catalog/31447132/detail.aspx;https://kultlab.ru/catalog/syvorotochnyy/kultlab-whey-bag-900-gr/;;1 мерная ложка на 200-300 гр воды или молока;"Размер одной порции                                        : 1 мерная ложка - 30 граммСывороточный концентрат стоит среди всех производимых в сфере спортивного питания протеинов всегда в числе первых. Как источник белка животного происхождения он богат всеми незаменимыми аминокислотами, которые каждый день должны поступать в наше тело. Отсюда первый плюс – полный аминокислотный профиль.Другая его важная особенность – это высокая биологическая ценность. Что это значит для организма? Для организма – это возможность насыщаться ценными питательными веществами в полной мере. Другими словами, степень усвоения содержащихся в сывороточном протеине аминокислот приближается к 100 процентам. Да и скорость их всасывания является одной из лучших среди остальных протеинов.Есть в данном протеине еще одно преимущество. При получении в нем сохраняются ценные белковые фракции, которые необходимы для нормальной работы всего организма, в частности для улучшения функции иммунной системы.iИндивидуальная непереносимость. Не рекомендуется употребление лицами, не достигшими 18 лет, при беременности, а также лицам, страдающим заболеванием почек."
"Kultlab Whey bag, 900 гр
Шоколад-фундук";Протеин;Сывороточный протеин;"Индивидуальная непереносимость. Не рекомендуется употребление лицами, не достигшими 18 лет, при беременности, а также лицам, страдающим заболеванием почек.
";;https://www.wildberries.ru/catalog/31447132/detail.aspx;https://kultlab.ru/catalog/syvorotochnyy/kultlab-whey-bag-900-gr/;;1 мерная ложка на 200-300 гр воды или молока;"Размер одной порции                                        : 1 мерная ложка - 30 граммСывороточный концентрат стоит среди всех производимых в сфере спортивного питания протеинов всегда в числе первых. Как источник белка животного происхождения он богат всеми незаменимыми аминокислотами, которые каждый день должны поступать в наше тело. Отсюда первый плюс – полный аминокислотный профиль.Другая его важная особенность – это высокая биологическая ценность. Что это значит для организма? Для организма – это возможность насыщаться ценными питательными веществами в полной мере. Другими словами, степень усвоения содержащихся в сывороточном протеине аминокислот приближается к 100 процентам. Да и скорость их всасывания является одной из лучших среди остальных протеинов.Есть в данном протеине еще одно преимущество. При получении в нем сохраняются ценные белковые фракции, которые необходимы для нормальной работы всего организма, в частности для улучшения функции иммунной системы.iИндивидуальная непереносимость. Не рекомендуется употребление лицами, не достигшими 18 лет, при беременности, а также лицам, страдающим заболеванием почек."
"Kultlab Whey bag, 900 гр
Ванильное мороженное";Протеин;Сывороточный протеин;"Индивидуальная непереносимость. Не рекомендуется употребление лицами, не достигшими 18 лет, при беременности, а также лицам, страдающим заболеванием почек.
";;https://www.wildberries.ru/catalog/31447132/detail.aspx;https://kultlab.ru/catalog/syvorotochnyy/kultlab-whey-bag-900-gr/;;1 мерная ложка на 200-300 гр воды или молока;"Размер одной порции                                        : 1 мерная ложка - 30 граммСывороточный концентрат стоит среди всех производимых в сфере спортивного питания протеинов всегда в числе первых. Как источник белка животного происхождения он богат всеми незаменимыми аминокислотами, которые каждый день должны поступать в наше тело. Отсюда первый плюс – полный аминокислотный профиль.Другая его важная особенность – это высокая биологическая ценность. Что это значит для организма? Для организма – это возможность насыщаться ценными питательными веществами в полной мере. Другими словами, степень усвоения содержащихся в сывороточном протеине аминокислот приближается к 100 процентам. Да и скорость их всасывания является одной из лучших среди остальных протеинов.Есть в данном протеине еще одно преимущество. При получении в нем сохраняются ценные белковые фракции, которые необходимы для нормальной работы всего организма, в частности для улучшения функции иммунной системы.iИндивидуальная непереносимость. Не рекомендуется употребление лицами, не достигшими 18 лет, при беременности, а также лицам, страдающим заболеванием почек."
"Kultlab Whey bag, 900 гр
Клубника со сливками";Протеин;Сывороточный протеин;"Индивидуальная непереносимость. Не рекомендуется употребление лицами, не достигшими 18 лет, при беременности, а также лицам, страдающим заболеванием почек.
";;https://www.wildberries.ru/catalog/31447132/detail.aspx;https://kultlab.ru/catalog/syvorotochnyy/kultlab-whey-bag-900-gr/;;1 мерная ложка на 200-300 гр воды или молока;"Размер одной порции                                        : 1 мерная ложка - 30 граммСывороточный концентрат стоит среди всех производимых в сфере спортивного питания протеинов всегда в числе первых. Как источник белка животного происхождения он богат всеми незаменимыми аминокислотами, которые каждый день должны поступать в наше тело. Отсюда первый плюс – полный аминокислотный профиль.Другая его важная особенность – это высокая биологическая ценность. Что это значит для организма? Для организма – это возможность насыщаться ценными питательными веществами в полной мере. Другими словами, степень усвоения содержащихся в сывороточном протеине аминокислот приближается к 100 процентам. Да и скорость их всасывания является одной из лучших среди остальных протеинов.Есть в данном протеине еще одно преимущество. При получении в нем сохраняются ценные белковые фракции, которые необходимы для нормальной работы всего организма, в частности для улучшения функции иммунной системы.iИндивидуальная непереносимость. Не рекомендуется употребление лицами, не достигшими 18 лет, при беременности, а также лицам, страдающим заболеванием почек."
"Kultlab Whey bag, 900 гр
Шоколад";Протеин;Сывороточный протеин;"Индивидуальная непереносимость. Не рекомендуется употребление лицами, не достигшими 18 лет, при беременности, а также лицам, страдающим заболеванием почек.
";;https://www.wildberries.ru/catalog/31447132/detail.aspx;https://kultlab.ru/catalog/syvorotochnyy/kultlab-whey-bag-900-gr/;;1 мерная ложка на 200-300 гр воды или молока;"Размер одной порции                                        : 1 мерная ложка - 30 граммСывороточный концентрат стоит среди всех производимых в сфере спортивного питания протеинов всегда в числе первых. Как источник белка животного происхождения он богат всеми незаменимыми аминокислотами, которые каждый день должны поступать в наше тело. Отсюда первый плюс – полный аминокислотный профиль.Другая его важная особенность – это высокая биологическая ценность. Что это значит для организма? Для организма – это возможность насыщаться ценными питательными веществами в полной мере. Другими словами, степень усвоения содержащихся в сывороточном протеине аминокислот приближается к 100 процентам. Да и скорость их всасывания является одной из лучших среди остальных протеинов.Есть в данном протеине еще одно преимущество. При получении в нем сохраняются ценные белковые фракции, которые необходимы для нормальной работы всего организма, в частности для улучшения функции иммунной системы.iИндивидуальная непереносимость. Не рекомендуется употребление лицами, не достигшими 18 лет, при беременности, а также лицам, страдающим заболеванием почек."
"Kultlab Whey bag, 900 гр
Черничный маффин";Протеин;Сывороточный протеин;"Индивидуальная непереносимость. Не рекомендуется употребление лицами, не достигшими 18 лет, при беременности, а также лицам, страдающим заболеванием почек.
";;https://www.wildberries.ru/catalog/31447132/detail.aspx;https://kultlab.ru/catalog/syvorotochnyy/kultlab-whey-bag-900-gr/;;1 мерная ложка на 200-300 гр воды или молока;"Размер одной порции                                        : 1 мерная ложка - 30 граммСывороточный концентрат стоит среди всех производимых в сфере спортивного питания протеинов всегда в числе первых. Как источник белка животного происхождения он богат всеми незаменимыми аминокислотами, которые каждый день должны поступать в наше тело. Отсюда первый плюс – полный аминокислотный профиль.Другая его важная особенность – это высокая биологическая ценность. Что это значит для организма? Для организма – это возможность насыщаться ценными питательными веществами в полной мере. Другими словами, степень усвоения содержащихся в сывороточном протеине аминокислот приближается к 100 процентам. Да и скорость их всасывания является одной из лучших среди остальных протеинов.Есть в данном протеине еще одно преимущество. При получении в нем сохраняются ценные белковые фракции, которые необходимы для нормальной работы всего организма, в частности для улучшения функции иммунной системы.iИндивидуальная непереносимость. Не рекомендуется употребление лицами, не достигшими 18 лет, при беременности, а также лицам, страдающим заболеванием почек."
"Kultlab Whey bag, 900 гр
Банан ";Протеин;Сывороточный протеин;"Индивидуальная непереносимость. Не рекомендуется употребление лицами, не достигшими 18 лет, при беременности, а также лицам, страдающим заболеванием почек.
";;https://www.wildberries.ru/catalog/31447132/detail.aspx;https://kultlab.ru/catalog/syvorotochnyy/kultlab-whey-bag-900-gr/;;1 мерная ложка на 200-300 гр воды или молока;"Размер одной порции                                        : 1 мерная ложка - 30 граммСывороточный концентрат стоит среди всех производимых в сфере спортивного питания протеинов всегда в числе первых. Как источник белка животного происхождения он богат всеми незаменимыми аминокислотами, которые каждый день должны поступать в наше тело. Отсюда первый плюс – полный аминокислотный профиль.Другая его важная особенность – это высокая биологическая ценность. Что это значит для организма? Для организма – это возможность насыщаться ценными питательными веществами в полной мере. Другими словами, степень усвоения содержащихся в сывороточном протеине аминокислот приближается к 100 процентам. Да и скорость их всасывания является одной из лучших среди остальных протеинов.Есть в данном протеине еще одно преимущество. При получении в нем сохраняются ценные белковые фракции, которые необходимы для нормальной работы всего организма, в частности для улучшения функции иммунной системы.iИндивидуальная непереносимость. Не рекомендуется употребление лицами, не достигшими 18 лет, при беременности, а также лицам, страдающим заболеванием почек."
"Kultlab Whey bag, 900 гр
Фисташка";Протеин;Сывороточный протеин;"Индивидуальная непереносимость. Не рекомендуется употребление лицами, не достигшими 18 лет, при беременности, а также лицам, страдающим заболеванием почек.
";;https://www.wildberries.ru/catalog/31447132/detail.aspx;https://kultlab.ru/catalog/syvorotochnyy/kultlab-whey-bag-900-gr/;;1 мерная ложка на 200-300 гр воды или молока;"Размер одной порции                                        : 1 мерная ложка - 30 граммСывороточный концентрат стоит среди всех производимых в сфере спортивного питания протеинов всегда в числе первых. Как источник белка животного происхождения он богат всеми незаменимыми аминокислотами, которые каждый день должны поступать в наше тело. Отсюда первый плюс – полный аминокислотный профиль.Другая его важная особенность – это высокая биологическая ценность. Что это значит для организма? Для организма – это возможность насыщаться ценными питательными веществами в полной мере. Другими словами, степень усвоения содержащихся в сывороточном протеине аминокислот приближается к 100 процентам. Да и скорость их всасывания является одной из лучших среди остальных протеинов.Есть в данном протеине еще одно преимущество. При получении в нем сохраняются ценные белковые фракции, которые необходимы для нормальной работы всего организма, в частности для улучшения функции иммунной системы.iИндивидуальная непереносимость. Не рекомендуется употребление лицами, не достигшими 18 лет, при беременности, а также лицам, страдающим заболеванием почек."
"Kultlab Whey bag, 450 гр
";Протеин;Сывороточный протеин;"Индивидуальная непереносимость. Не рекомендуется употребление лицами, не достигшими 18 лет, при беременности, а также лицам, страдающим заболеванием почек.
";;;https://kultlab.ru/catalog/syvorotochnyy/kultlab-whey-bag-450-gr/;;1 мерная ложка на 200-300 гр воды или молока;"Размер одной порции                                        : 30 граммСывороточный концентрат стоит среди всех производимых в сфере спортивного питания протеинов всегда в числе первых. Как источник белка животного происхождения он богат всеми незаменимыми аминокислотами, которые каждый день должны поступать в наше тело. Отсюда первый плюс – полный аминокислотный профиль.Другая его важная особенность – это высокая биологическая ценность. Что это значит для организма? Для организма – это возможность насыщаться ценными питательными веществами в полной мере. Другими словами, степень усвоения содержащихся в сывороточном протеине аминокислот приближается к 100 процентам. Да и скорость их всасывания является одной из лучших среди остальных протеинов.Есть в данном протеине еще одно преимущество. При получении в нем сохраняются ценные белковые фракции, которые необходимы для нормальной работы всего организма, в частности для улучшения функции иммунной системы.iИндивидуальная непереносимость компонентов добавки. Перед применением проконсультируйтесь с врачом"
"Kultlab Whey bag, 450 гр
Солёная карамель";Протеин;Сывороточный протеин;"Индивидуальная непереносимость. Не рекомендуется употребление лицами, не достигшими 18 лет, при беременности, а также лицам, страдающим заболеванием почек.
";;;https://kultlab.ru/catalog/syvorotochnyy/kultlab-whey-bag-450-gr/;;1 мерная ложка на 200-300 гр воды или молока;"Размер одной порции                                        : 30 граммСывороточный концентрат стоит среди всех производимых в сфере спортивного питания протеинов всегда в числе первых. Как источник белка животного происхождения он богат всеми незаменимыми аминокислотами, которые каждый день должны поступать в наше тело. Отсюда первый плюс – полный аминокислотный профиль.Другая его важная особенность – это высокая биологическая ценность. Что это значит для организма? Для организма – это возможность насыщаться ценными питательными веществами в полной мере. Другими словами, степень усвоения содержащихся в сывороточном протеине аминокислот приближается к 100 процентам. Да и скорость их всасывания является одной из лучших среди остальных протеинов.Есть в данном протеине еще одно преимущество. При получении в нем сохраняются ценные белковые фракции, которые необходимы для нормальной работы всего организма, в частности для улучшения функции иммунной системы.iИндивидуальная непереносимость компонентов добавки. Перед применением проконсультируйтесь с врачом"
"Kultlab Whey bag, 450 гр
Черничный маффин";Протеин;Сывороточный протеин;"Индивидуальная непереносимость. Не рекомендуется употребление лицами, не достигшими 18 лет, при беременности, а также лицам, страдающим заболеванием почек.
";;;https://kultlab.ru/catalog/syvorotochnyy/kultlab-whey-bag-450-gr/;;1 мерная ложка на 200-300 гр воды или молока;"Размер одной порции                                        : 30 граммСывороточный концентрат стоит среди всех производимых в сфере спортивного питания протеинов всегда в числе первых. Как источник белка животного происхождения он богат всеми незаменимыми аминокислотами, которые каждый день должны поступать в наше тело. Отсюда первый плюс – полный аминокислотный профиль.Другая его важная особенность – это высокая биологическая ценность. Что это значит для организма? Для организма – это возможность насыщаться ценными питательными веществами в полной мере. Другими словами, степень усвоения содержащихся в сывороточном протеине аминокислот приближается к 100 процентам. Да и скорость их всасывания является одной из лучших среди остальных протеинов.Есть в данном протеине еще одно преимущество. При получении в нем сохраняются ценные белковые фракции, которые необходимы для нормальной работы всего организма, в частности для улучшения функции иммунной системы.iИндивидуальная непереносимость компонентов добавки. Перед применением проконсультируйтесь с врачом"
"Kultlab Whey bag, 450 гр
Шоколад";Протеин;Сывороточный протеин;"Индивидуальная непереносимость. Не рекомендуется употребление лицами, не достигшими 18 лет, при беременности, а также лицам, страдающим заболеванием почек.
";;;https://kultlab.ru/catalog/syvorotochnyy/kultlab-whey-bag-450-gr/;;1 мерная ложка на 200-300 гр воды или молока;"Размер одной порции                                        : 30 граммСывороточный концентрат стоит среди всех производимых в сфере спортивного питания протеинов всегда в числе первых. Как источник белка животного происхождения он богат всеми незаменимыми аминокислотами, которые каждый день должны поступать в наше тело. Отсюда первый плюс – полный аминокислотный профиль.Другая его важная особенность – это высокая биологическая ценность. Что это значит для организма? Для организма – это возможность насыщаться ценными питательными веществами в полной мере. Другими словами, степень усвоения содержащихся в сывороточном протеине аминокислот приближается к 100 процентам. Да и скорость их всасывания является одной из лучших среди остальных протеинов.Есть в данном протеине еще одно преимущество. При получении в нем сохраняются ценные белковые фракции, которые необходимы для нормальной работы всего организма, в частности для улучшения функции иммунной системы.iИндивидуальная непереносимость компонентов добавки. Перед применением проконсультируйтесь с врачом"
"Kultlab Whey bag, 450 гр
Ванильное мороженное";Протеин;Сывороточный протеин;"Индивидуальная непереносимость. Не рекомендуется употребление лицами, не достигшими 18 лет, при беременности, а также лицам, страдающим заболеванием почек.
";;;https://kultlab.ru/catalog/syvorotochnyy/kultlab-whey-bag-450-gr/;;1 мерная ложка на 200-300 гр воды или молока;"Размер одной порции                                        : 30 граммСывороточный концентрат стоит среди всех производимых в сфере спортивного питания протеинов всегда в числе первых. Как источник белка животного происхождения он богат всеми незаменимыми аминокислотами, которые каждый день должны поступать в наше тело. Отсюда первый плюс – полный аминокислотный профиль.Другая его важная особенность – это высокая биологическая ценность. Что это значит для организма? Для организма – это возможность насыщаться ценными питательными веществами в полной мере. Другими словами, степень усвоения содержащихся в сывороточном протеине аминокислот приближается к 100 процентам. Да и скорость их всасывания является одной из лучших среди остальных протеинов.Есть в данном протеине еще одно преимущество. При получении в нем сохраняются ценные белковые фракции, которые необходимы для нормальной работы всего организма, в частности для улучшения функции иммунной системы.iИндивидуальная непереносимость компонентов добавки. Перед применением проконсультируйтесь с врачом"
"Kultlab Base Whey bag, 750 гр
";Протеин;Сывороточный протеин;"Индивидуальная непереносимость. Не рекомендуется употребление лицами, не достигшими 18 лет, при беременности, а также лицам, страдающим заболеванием почек.
";;;https://kultlab.ru/catalog/syvorotochnyy/kultlab-base-whey-750-gr/;;1 мерная ложка на 200-300 гр воды или молока;
"Kultlab Кофеин 200 мг, 100 капс
";"Энергетические комплексы
";"Энергетические комплексы
";"Индивидуальная непереносимость. Перед применением необходимо проконсультироваться со специалистом.
";;https://www.wildberries.ru/catalog/137995754/detail.aspx;https://kultlab.ru/catalog/energeticheskie-kompleksy/kultlab-caffeine-200-mg-100-kaps/;;"принимать по 1 капсуле каждые 3-4 часа, не более 1000 мг(5капсул) в течение 24 часов
";
